"id","strategy_name","symbol","exchange","type","entry_price","exit_price","qty","fee","size","PNL","PNL_percentage","holding_period","opened_at","closed_at"
"a8bf7c11-799e-4258-88a4-4d3b590a3c1b","ExampleStrategy","CFX-USDT","KuCoin Spot","long","0.1637","0.2148","61087.354","23.121563489","9999.9998498","3098.442225910999","30.984422724496014","17740800.0","1736265600000.0","1754006400000.0"
