"id","strategy_name","symbol","exchange","type","entry_price","exit_price","qty","fee","size","PNL","PNL_percentage","holding_period","opened_at","closed_at"
"7abbd2d1-bdf0-4125-8f45-ab5c95a48e7f","ExampleStrategy","CFX-USDT","KuCoin Spot","long","0.1709","0.2148","58513.75","22.568753375","9999.999875","2546.1848716249997","25.46184903452311","17744400.0","1736262000000.0","1754006400000.0"
